NAME: dataset_50_04
NODES: 50
TYPE: SYMMETRIC
NODE1 NODE2 TIME
0 1 87.4733
0 2 47.6425
0 3 164.5766
0 4 296.7334
0 5 297.2488
0 6 187.0807
0 7 263.2907
0 8 64.3455
0 9 188.8677
0 10 258.6038
0 11 211.7802
0 12 15.2525
0 13 279.9835
0 14 242.9082
0 15 93.1914
0 16 246.087
0 17 4.1898
0 18 43.9846
0 19 272.9269
0 20 5.8864
0 21 101.3424
0 22 299.9742
0 23 53.5842
0 24 32.2419
0 25 77.6187
0 26 76.6257
0 27 20.1059
0 28 174.4697
0 29 140.6186
0 30 84.5669
0 31 58.6854
0 32 34.0493
0 33 15.2408
0 34 213.9826
0 35 227.2545
0 36 48.2655
0 37 199.9468
0 38 206.7882
0 39 103.1586
0 40 186.3755
0 41 63.637
0 42 128.2705
0 43 270.3704
0 44 8.8097
0 45 62.6432
0 46 224.9368
0 47 47.3155
0 48 93.7871
0 49 31.9715
1 2 221.4935
1 3 177.0943
1 4 49.0758
1 5 250.966
1 6 281.0212
1 7 268.2874
1 8 222.5238
1 9 148.4056
1 10 190.2143
1 11 202.6575
1 12 68.045
1 13 264.3807
1 14 225.0118
1 15 139.7451
1 16 123.5543
1 17 85.1782
1 18 154.6124
1 19 198.4248
1 20 138.8223
1 21 17.5566
1 22 90.39
1 23 76.3785
1 24 164.2311
1 25 30.8275
1 26 21.852
1 27 89.4614
1 28 279.5316
1 29 250.3984
1 30 102.257
1 31 6.1428
1 32 131.727
1 33 186.2499
1 34 133.0363
1 35 294.27
1 36 276.7636
1 37 34.7393
1 38 41.6899
1 39 291.6062
1 40 109.437
1 41 243.2891
1 42 287.9035
1 43 124.7204
1 44 165.2553
1 45 78.6491
1 46 219.0802
1 47 52.5788
1 48 293.4399
1 49 252.1576
2 3 262.2406
2 4 128.9993
2 5 71.9417
2 6 42.1811
2 7 147.6628
2 8 69.3682
2 9 228.1916
2 10 255.9443
2 11 218.7006
2 12 11.5964
2 13 99.9238
2 14 148.3221
2 15 79.6283
2 16 138.3157
2 17 272.2251
2 18 52.477
2 19 299.7246
2 20 257.2618
2 21 249.867
2 22 132.0912
2 23 81.3748
2 24 199.532
2 25 171.5509
2 26 107.2663
2 27 205.2368
2 28 2.5903
2 29 279.3365
2 30 233.3939
2 31 160.2178
2 32 163.2754
2 33 185.3327
2 34 208.0435
2 35 191.6082
2 36 272.217
2 37 28.9178
2 38 198.3351
2 39 145.4074
2 40 103.8165
2 41 21.3527
2 42 114.5694
2 43 37.9606
2 44 297.6082
2 45 276.4707
2 46 168.37
2 47 160.1551
2 48 280.1899
2 49 275.1117
3 4 187.2118
3 5 235.9679
3 6 143.804
3 7 111.1731
3 8 156.4207
3 9 93.3632
3 10 159.0633
3 11 10.3405
3 12 269.9468
3 13 180.9749
3 14 249.9739
3 15 32.0833
3 16 51.1467
3 17 254.5444
3 18 290.0884
3 19 108.8263
3 20 298.0918
3 21 84.646
3 22 33.2811
3 23 245.0
3 24 114.6591
3 25 73.3993
3 26 126.603
3 27 96.164
3 28 93.7758
3 29 253.3976
3 30 90.1753
3 31 138.3093
3 32 156.9914
3 33 247.1378
3 34 8.6786
3 35 94.2134
3 36 112.5699
3 37 177.2838
3 38 32.1711
3 39 286.4082
3 40 154.74
3 41 173.5697
3 42 64.8904
3 43 186.0323
3 44 295.9529
3 45 205.0145
3 46 45.0952
3 47 140.4279
3 48 176.4451
3 49 67.8914
4 5 88.2252
4 6 120.0272
4 7 25.0639
4 8 125.0547
4 9 244.7
4 10 50.4919
4 11 31.5375
4 12 216.3436
4 13 134.3399
4 14 74.1237
4 15 182.7689
4 16 140.1663
4 17 226.0118
4 18 57.8421
4 19 100.6689
4 20 69.6104
4 21 150.7273
4 22 53.1859
4 23 255.8471
4 24 34.2087
4 25 35.5324
4 26 186.9912
4 27 214.0335
4 28 117.1807
4 29 279.0156
4 30 163.0121
4 31 198.1507
4 32 114.0028
4 33 200.8293
4 34 99.6022
4 35 265.8719
4 36 25.2899
4 37 78.791
4 38 160.4063
4 39 285.023
4 40 77.9375
4 41 191.8253
4 42 33.4313
4 43 5.8708
4 44 183.9356
4 45 37.8724
4 46 269.2874
4 47 186.5278
4 48 93.3038
4 49 98.773
5 6 166.2581
5 7 96.9025
5 8 193.783
5 9 213.3895
5 10 169.9796
5 11 141.5149
5 12 268.4181
5 13 226.3433
5 14 228.5424
5 15 25.9564
5 16 136.4885
5 17 120.4434
5 18 115.4932
5 19 298.1794
5 20 61.3203
5 21 165.1707
5 22 269.0034
5 23 132.6711
5 24 228.8238
5 25 22.9665
5 26 192.4252
5 27 205.127
5 28 169.4158
5 29 225.0724
5 30 279.3521
5 31 61.2334
5 32 208.3671
5 33 91.5061
5 34 132.8107
5 35 97.8898
5 36 56.3053
5 37 240.8139
5 38 174.1428
5 39 12.0417
5 40 296.2056
5 41 295.8263
5 42 81.3181
5 43 122.8226
5 44 54.1684
5 45 132.892
5 46 61.0718
5 47 214.8855
5 48 8.8018
5 49 20.7113
6 7 11.2756
6 8 13.4115
6 9 125.0219
6 10 172.801
6 11 125.2766
6 12 133.6919
6 13 179.5301
6 14 268.3686
6 15 175.5378
6 16 119.8397
6 17 81.7912
6 18 230.3832
6 19 290.7993
6 20 45.1056
6 21 215.2409
6 22 89.0004
6 23 232.6234
6 24 115.7789
6 25 281.731
6 26 75.4679
6 27 23.4667
6 28 4.2127
6 29 275.0643
6 30 124.1548
6 31 42.659
6 32 186.0758
6 33 231.3476
6 34 16.7018
6 35 25.0311
6 36 68.7444
6 37 233.6578
6 38 160.8829
6 39 63.1982
6 40 74.5947
6 41 45.9107
6 42 228.4215
6 43 14.6379
6 44 222.6347
6 45 44.1569
6 46 217.91
6 47 204.039
6 48 237.1072
6 49 66.2573
7 8 88.8322
7 9 232.2724
7 10 30.2507
7 11 3.89
7 12 70.0779
7 13 127.9658
7 14 240.3734
7 15 176.4787
7 16 101.8236
7 17 243.9127
7 18 164.2199
7 19 110.6151
7 20 212.3903
7 21 282.0366
7 22 242.8033
7 23 267.393
7 24 201.9319
7 25 10.0047
7 26 214.0398
7 27 170.665
7 28 161.579
7 29 129.0273
7 30 130.5676
7 31 32.4368
7 32 189.5463
7 33 100.877
7 34 118.1572
7 35 11.7334
7 36 127.4494
7 37 153.8352
7 38 129.1784
7 39 83.8679
7 40 142.1708
7 41 115.798
7 42 258.3932
7 43 268.4668
7 44 250.4132
7 45 205.053
7 46 23.3669
7 47 81.5663
7 48 14.9965
7 49 187.5711
8 9 142.891
8 10 4.3964
8 11 181.8988
8 12 232.362
8 13 114.5018
8 14 284.5324
8 15 219.0976
8 16 85.5334
8 17 263.9754
8 18 230.553
8 19 290.2041
8 20 282.9169
8 21 136.8549
8 22 158.3448
8 23 52.7739
8 24 19.6878
8 25 215.792
8 26 197.009
8 27 73.151
8 28 35.4715
8 29 153.0762
8 30 289.3932
8 31 191.0921
8 32 171.9511
8 33 114.1633
8 34 266.2438
8 35 165.6291
8 36 100.8276
8 37 278.0781
8 38 42.6544
8 39 116.0725
8 40 40.4435
8 41 43.8834
8 42 107.9923
8 43 149.8861
8 44 162.7003
8 45 293.7816
8 46 121.0113
8 47 242.1582
8 48 287.6469
8 49 55.0456
9 10 265.385
9 11 253.7434
9 12 81.1724
9 13 51.5822
9 14 220.1203
9 15 50.9407
9 16 244.676
9 17 82.3749
9 18 102.0008
9 19 194.2317
9 20 128.8036
9 21 152.3199
9 22 284.9221
9 23 2.1648
9 24 112.3151
9 25 20.5343
9 26 299.4111
9 27 215.1178
9 28 262.9321
9 29 25.2986
9 30 268.8854
9 31 282.5515
9 32 71.6201
9 33 237.0937
9 34 298.925
9 35 64.2859
9 36 269.8151
9 37 246.107
9 38 181.4456
9 39 127.9566
