NAME: dataset_50_01
NODES: 50
TYPE: SYMMETRIC
NODE1 NODE2 TIME
0 1 60.6068
0 2 57.7802
0 3 29.0521
0 4 79.2475
0 5 85.323
0 6 36.1559
0 7 67.7191
0 8 56.1612
0 9 99.5783
0 10 38.6075
0 11 67.4298
0 12 98.5785
0 13 19.345
0 14 39.1586
0 15 14.9303
0 16 79.3696
0 17 38.8054
0 18 16.4327
0 19 45.8218
0 20 22.4693
0 21 82.0316
0 22 15.2322
0 23 27.3091
0 24 88.3326
0 25 26.1576
0 26 73.7317
0 27 29.8521
0 28 75.0152
0 29 31.535
0 30 23.1921
0 31 39.2316
0 32 31.8586
0 33 50.6576
0 34 94.8101
0 35 15.4982
0 36 77.4298
0 37 60.0164
0 38 65.7316
0 39 24.5916
0 40 79.599
0 41 6.7854
0 42 27.4927
0 43 37.6555
0 44 32.0705
0 45 8.4354
0 46 25.1094
0 47 98.1263
0 48 77.5632
0 49 12.5799
1 2 21.2106
1 3 28.2105
1 4 40.2873
1 5 96.3603
1 6 65.692
1 7 11.5345
1 8 34.2893
1 9 97.8716
1 10 2.3749
1 11 46.7239
1 12 60.2611
1 13 91.76
1 14 54.2777
1 15 40.4524
1 16 98.4205
1 17 96.3508
1 18 71.437
1 19 52.5128
1 20 95.664
1 21 40.5356
1 22 78.9653
1 23 43.7372
1 24 28.7657
1 25 81.1299
1 26 34.0938
1 27 53.9913
1 28 66.876
1 29 34.4159
1 30 85.0208
1 31 94.1704
1 32 10.1545
1 33 29.4864
1 34 15.5211
1 35 30.8535
1 36 68.3709
1 37 57.7606
1 38 3.3102
1 39 44.649
1 40 97.4436
1 41 71.1751
1 42 14.7012
1 43 16.4373
1 44 27.0656
1 45 60.8511
1 46 89.8633
1 47 17.4321
1 48 2.2407
1 49 99.2837
2 3 23.0896
2 4 9.7198
2 5 6.3954
2 6 5.8843
2 7 20.2567
2 8 37.8985
2 9 4.1771
2 10 88.2624
2 11 37.0811
2 12 25.4385
2 13 12.4487
2 14 35.2331
2 15 58.7714
2 16 59.809
2 17 16.9413
2 18 27.3076
2 19 98.055
2 20 27.0803
2 21 2.5898
2 22 44.3301
2 23 21.1882
2 24 27.5261
2 25 77.6599
2 26 12.509
2 27 95.7663
2 28 58.7376
2 29 27.6613
2 30 8.3489
2 31 8.8323
2 32 63.4529
2 33 36.6273
2 34 65.6492
2 35 63.5663
2 36 86.5907
2 37 56.4704
2 38 61.4394
2 39 75.5081
2 40 34.9995
2 41 49.4554
2 42 26.6854
2 43 80.2108
2 44 4.2794
2 45 80.6711
2 46 21.6013
2 47 89.3717
2 48 1.7994
2 49 39.076
3 4 10.1583
3 5 23.6483
3 6 74.4546
3 7 59.9753
3 8 11.3673
3 9 12.6184
3 10 66.1387
3 11 35.6846
3 12 62.958
3 13 41.9272
3 14 48.4446
3 15 48.4511
3 16 21.3108
3 17 37.6258
3 18 42.3043
3 19 69.0899
3 20 26.7927
3 21 16.6699
3 22 5.7812
3 23 38.5041
3 24 57.4049
3 25 75.6297
3 26 79.2452
3 27 25.7679
3 28 14.6811
3 29 13.7026
3 30 25.2519
3 31 87.2695
3 32 82.094
3 33 44.4838
3 34 51.9121
3 35 86.8786
3 36 47.0758
3 37 65.5578
3 38 64.3244
3 39 3.1284
3 40 99.5348
3 41 57.0564
3 42 14.3054
3 43 16.324
3 44 1.2461
3 45 34.2675
3 46 65.2114
3 47 13.7839
3 48 21.2736
3 49 88.1283
4 5 10.7612
4 6 16.6192
4 7 1.3282
4 8 59.2132
4 9 75.9871
4 10 81.2793
4 11 38.1786
4 12 40.6354
4 13 47.7637
4 14 85.3973
4 15 25.1196
4 16 91.7115
4 17 25.917
4 18 88.9855
4 19 68.7838
4 20 99.8124
4 21 1.6833
4 22 60.146
4 23 29.1398
4 24 30.8893
4 25 95.577
4 26 6.3013
4 27 40.4619
4 28 17.3467
4 29 91.8694
4 30 16.308
4 31 78.6943
4 32 87.3768
4 33 54.5749
4 34 25.7971
4 35 37.5378
4 36 29.9584
4 37 70.2704
4 38 46.752
4 39 91.8313
4 40 66.9833
4 41 63.1357
4 42 2.7756
4 43 5.2846
4 44 49.8613
4 45 29.9116
4 46 47.8474
4 47 21.5794
4 48 99.4035
4 49 60.2754
5 6 2.1457
5 7 19.8081
5 8 81.4586
5 9 5.9584
5 10 64.2298
5 11 49.2761
5 12 37.3344
5 13 93.3935
5 14 34.5968
5 15 67.0433
5 16 11.5032
5 17 32.2333
5 18 90.1172
5 19 23.8277
5 20 46.2112
5 21 36.1438
5 22 95.7087
5 23 39.6544
5 24 16.3267
5 25 44.9518
5 26 94.3112
5 27 68.9462
5 28 2.1562
5 29 58.0146
5 30 75.9274
5 31 38.3077
5 32 50.5062
5 33 34.2457
5 34 32.3
5 35 83.7498
5 36 97.0415
5 37 20.4294
5 38 14.1564
5 39 18.5804
5 40 83.1522
5 41 14.1142
5 42 35.1676
5 43 39.1871
5 44 30.2666
5 45 33.3706
5 46 62.6708
5 47 52.8065
5 48 37.4961
5 49 52.3301
6 7 45.1656
6 8 70.8538
6 9 39.9969
6 10 19.3013
6 11 57.9565
6 12 3.358
6 13 87.1466
6 14 62.4249
6 15 68.9688
6 16 58.9313
6 17 92.4738
6 18 1.24
6 19 95.1309
6 20 88.7439
6 21 78.185
6 22 69.772
6 23 83.9751
6 24 46.4079
6 25 1.0023
6 26 74.6001
6 27 6.8941
6 28 69.7324
6 29 97.5496
6 30 59.7966
6 31 7.2344
6 32 21.0547
6 33 73.1324
6 34 3.0173
6 35 28.951
6 36 12.4074
6 37 46.2838
6 38 96.5601
6 39 25.7647
6 40 82.8382
6 41 65.6054
6 42 58.1347
6 43 90.9806
6 44 20.7218
6 45 68.125
6 46 82.2885
6 47 3.6969
6 48 96.0629
6 49 59.1112
7 8 79.2479
7 9 68.3583
7 10 92.1743
7 11 25.2939
7 12 98.5125
7 13 68.5179
7 14 53.3296
7 15 36.7513
7 16 36.7462
7 17 55.2904
7 18 43.8149
7 19 57.4734
7 20 29.3587
7 21 39.5313
7 22 76.4258
7 23 85.4611
7 24 21.3899
7 25 15.8867
7 26 55.3517
7 27 34.4446
7 28 13.3151
7 29 91.308
7 30 27.4818
7 31 71.1302
7 32 98.5016
7 33 74.6396
7 34 31.7545
7 35 74.9721
7 36 92.8116
7 37 15.5705
7 38 53.6316
7 39 36.7362
7 40 89.2527
7 41 5.6533
7 42 48.8247
7 43 43.8134
7 44 42.0969
7 45 48.442
7 46 29.4101
7 47 17.3087
7 48 90.9702
7 49 28.6078
8 9 3.0518
8 10 65.4073
8 11 84.7727
8 12 56.9302
8 13 76.3331
8 14 48.8111
8 15 29.389
8 16 97.2224
8 17 21.169
8 18 42.46
8 19 82.1669
8 20 50.8883
8 21 67.1208
8 22 57.7631
8 23 85.9482
8 24 22.2038
8 25 71.1939
8 26 46.5886
8 27 32.7663
8 28 29.0657
8 29 71.0439
8 30 77.8812
8 31 61.141
8 32 44.5922
8 33 49.5076
8 34 23.0395
8 35 39.0039
8 36 29.1029
8 37 69.9607
8 38 95.6559
8 39 15.9917
8 40 30.0582
8 41 46.6611
8 42 39.3106
8 43 48.1879
8 44 58.2476
8 45 69.5656
8 46 91.7935
8 47 77.7939
8 48 33.3388
8 49 3.1216
9 10 46.6282
9 11 31.3923
9 12 7.9289
9 13 95.7583
9 14 15.2201
9 15 52.9799
9 16 9.9516
9 17 2.3405
9 18 58.4453
9 19 30.5892
9 20 32.6032
9 21 6.2614
9 22 6.2142
9 23 10.3163
9 24 64.9552
9 25 87.9699
9 26 12.883
9 27 74.4091
9 28 58.5
9 29 81.6166
9 30 66.5138
9 31 9.5792
9 32 89.1337
9 33 40.1994
9 34 15.7129
9 35 32.3351
9 36 48.4537
9 37 86.0982
9 38 93.3115
9 39 62.8749
9 40 24.6155
9 41 54.2873
9 42 2.638
9 43 73.638
9 44 80.385
9 45 65.577
9 46 15.2992
9 47 66.5908
9 48 65.6028
9 49 71.8128
10 11 85.3331
10 12 53.4145
10 13 69.9526
10 14 47.7182
10 15 15.1644
10 16 46.8539
10 17 94.494
10 18 84.905
10 19 23.7703
10 20 98.9146
10 21 15.4565
10 22 51.6111
10 23 16.7294
10 24 72.356
10 25 26.4089
10 26 96.6515
10 27 60.1576
10 28 32.8962
10 29 36.8177
10 30 92.0363
10 31 42.4724
10 32 71.9934
10 33 26.5807
10 34 80.3967
10 35 57.727
10 36 90.9771
10 37 6.1975
10 38 39.7199
10 39 46.8221
10 40 4.5987
10 41 72.6566
10 42 83.5603
10 43 14.3132
10 44 72.9475
10 45 61.3616
10 46 63.3182
10 47 72.6808
10 48 38.7426
10 49 54.9626
11 12 46.3049
11 13 41.1948
11 14 62.2805
11 15 25.8522
11 16 28.7869
11 17 36.9116
11 18 44.4977
11 19 89.012
11 20 77.349
11 21 1.6459
11 22 6.8794
11 23 84.8467
11 24 22.6911
11 25 95.1822
11 26 67.3534
11 27 90.2583
11 28 13.7779
11 29 58.132
11 30 81.1831
11 31 82.4453
11 32 33.5302
11 33 6.9389
11 34 26.8063
11 35 54.1909
11 36 44.3362
11 37 54.2637
11 38 23.1352
11 39 56.5173
11 40 73.4456
11 41 55.0715
11 42 24.579
11 43 81.0655
11 44 25.4083
11 45 1.6385
11 46 37.9822
11 47 91.1493
11 48 24.6882
11 49 87.5097
12 13 53.3825
12 14 91.495
12 15 64.4126
12 16 48.2144
12 17 67.1907
12 18 57.8616
12 19 65.0826
12 20 59.3471
12 21 74.4207
12 22 25.8717
12 23 97.8758
12 24 47.6775
12 25 94.1829
12 26 60.043
12 27 2.9445
12 28 12.8691
12 29 2.5503
12 30 25.1154
12 31 99.2274
12 32 95.94
12 33 85.521
12 34 62.678
12 35 4.7029
12 36 20.1112
12 37 21.7445
12 38 79.6894
12 39 89.477
12 40 49.5315
12 41 70.2499
12 42 22.3277
12 43 80.2269
12 44 49.3366
12 45 28.6607
12 46 5.9482
12 47 62.91
12 48 32.8245
12 49 68.5234
13 14 98.3909
13 15 15.2054
13 16 92.2223
13 17 11.3929
13 18 19.6124
13 19 23.6554
13 20 1.9524
13 21 77.1744
13 22 76.4471
13 23 17.2386
13 24 47.4522
13 25 71.6656
13 26 46.0578
13 27 94.6636
13 28 60.9284
13 29 11.0213
13 30 14.9561
13 31 72.719
13 32 42.3368
13 33 75.5901
13 34 80.8629
13 35 27.2411
13 36 53.2443
13 37 82.2626
13 38 65.8429
13 39 41.0123
13 40 76.8904
13 41 49.7315
13 42 23.7497
13 43 75.6823
13 44 86.0278
13 45 82.4275
13 46 17.9288
13 47 29.2321
13 48 31.7345
13 49 70.0582
14 15 85.0316
14 16 21.5252
14 17 55.2426
14 18 78.8195
14 19 35.6804
14 20 90.1414
14 21 11.1304
14 22 44.6619
14 23 23.5303
14 24 49.4426
14 25 75.1734
14 26 99.1822
14 27 53.9407
14 28 86.0544
14 29 36.0919
14 30 35.4473
14 31 51.5695
14 32 16.1104
14 33 80.3053
14 34 4.7375
14 35 29.0192
14 36 51.8845
14 37 87.8381
14 38 78.9284
14 39 86.5778
14 40 19.018
14 41 58.6681
14 42 72.1651
14 43 26.8788
14 44 73.1411
14 45 16.5539
14 46 47.9305
14 47 71.2232
14 48 8.1415
14 49 78.1366
15 16 85.2368
15 17 84.1498
15 18 86.7174
15 19 33.7681
15 20 90.1046
15 21 97.2243
15 22 36.0159
15 23 91.9316
15 24 59.6775
15 25 9.1244
15 26 68.7875
15 27 24.3289
15 28 93.815
