NAME: dataset_50_03
NODES: 50
TYPE: SYMMETRIC
NODE1 NODE2 TIME
0 1 83.5823
0 2 12.2166
0 3 151.2244
0 4 144.1407
0 5 87.4709
0 6 111.8503
0 7 21.5217
0 8 122.2097
0 9 18.6223
0 10 112.7374
0 11 156.5213
0 12 162.7856
0 13 163.6183
0 14 61.2604
0 15 45.7592
0 16 65.2371
0 17 167.0699
0 18 131.6028
0 19 26.6109
0 20 100.5739
0 21 177.1345
0 22 56.4733
0 23 115.2991
0 24 7.1902
0 25 148.5074
0 26 49.4848
0 27 118.3783
0 28 72.9532
0 29 177.2962
0 30 40.8243
0 31 158.9991
0 32 116.8282
0 33 39.2491
0 34 193.5381
0 35 105.7261
0 36 109.5763
0 37 156.2355
0 38 18.2883
0 39 55.9405
0 40 104.8322
0 41 120.0466
0 42 16.4969
0 43 7.2072
0 44 121.3217
0 45 172.5111
0 46 141.7765
0 47 95.9265
0 48 135.5632
0 49 46.0772
1 2 198.1071
1 3 138.0006
1 4 80.4402
1 5 132.4535
1 6 15.9285
1 7 107.1321
1 8 134.7774
1 9 14.9937
1 10 86.8342
1 11 148.1275
1 12 147.4666
1 13 48.2159
1 14 37.468
1 15 13.4513
1 16 120.3404
1 17 3.4779
1 18 123.6539
1 19 150.4858
1 20 92.2222
1 21 54.5264
1 22 64.5368
1 23 138.9284
1 24 153.409
1 25 168.0156
1 26 126.721
1 27 67.9731
1 28 109.0727
1 29 197.5141
1 30 174.1981
1 31 136.2895
1 32 42.5036
1 33 68.3794
1 34 195.7534
1 35 171.1441
1 36 14.5947
1 37 4.1147
1 38 23.1757
1 39 3.5797
1 40 149.1896
1 41 151.461
1 42 111.8033
1 43 159.0727
1 44 56.4824
1 45 175.6371
1 46 60.7554
1 47 193.2272
1 48 127.6966
1 49 143.0552
2 3 41.5446
2 4 68.4956
2 5 167.2446
2 6 163.2447
2 7 144.4764
2 8 78.1988
2 9 89.3063
2 10 196.7015
2 11 63.1074
2 12 177.1515
2 13 117.3897
2 14 158.4205
2 15 28.3507
2 16 41.4191
2 17 1.2163
2 18 135.0572
2 19 30.1912
2 20 32.1486
2 21 119.6528
2 22 22.1594
2 23 134.8439
2 24 83.3971
2 25 103.6398
2 26 95.0183
2 27 144.0699
2 28 185.3269
2 29 139.6092
2 30 78.6891
2 31 113.5631
2 32 124.2873
2 33 52.7128
2 34 52.6964
2 35 194.8015
2 36 103.3427
2 37 196.5867
2 38 54.6178
2 39 162.4795
2 40 107.2351
2 41 82.4559
2 42 181.3656
2 43 187.2758
2 44 24.9225
2 45 7.5307
2 46 125.8563
2 47 15.3342
2 48 169.3875
2 49 107.6839
3 4 31.5893
3 5 170.2194
3 6 75.572
3 7 156.8969
3 8 131.7157
3 9 12.7658
3 10 19.2918
3 11 167.5194
3 12 121.6068
3 13 12.1011
3 14 113.3326
3 15 137.8495
3 16 196.3079
3 17 153.8874
3 18 131.1327
3 19 177.5909
3 20 136.6737
3 21 122.2084
3 22 14.4571
3 23 111.3388
3 24 180.9319
3 25 136.5379
3 26 131.6774
3 27 23.494
3 28 127.1542
3 29 4.5263
3 30 46.3286
3 31 182.7853
3 32 112.726
3 33 92.3727
3 34 70.5973
3 35 10.9447
3 36 13.9453
3 37 141.8149
3 38 63.9046
3 39 1.9747
3 40 39.1204
3 41 140.6596
3 42 186.4082
3 43 115.7685
3 44 160.6008
3 45 41.4336
3 46 192.2083
3 47 70.7442
3 48 84.998
3 49 35.3019
4 5 23.5531
4 6 183.2279
4 7 42.8835
4 8 29.4611
4 9 78.2134
4 10 175.3214
4 11 141.5148
4 12 148.6268
4 13 79.0274
4 14 167.2318
4 15 198.1607
4 16 163.3587
4 17 123.0958
4 18 106.5739
4 19 73.24
4 20 155.7887
4 21 132.9996
4 22 62.2119
4 23 8.7998
4 24 62.6454
4 25 65.5912
4 26 191.8205
4 27 162.927
4 28 158.0815
4 29 43.1277
4 30 97.4604
4 31 62.0219
4 32 142.2797
4 33 173.6263
4 34 174.371
4 35 178.5712
4 36 145.5671
4 37 20.9167
4 38 62.1132
4 39 97.1681
4 40 71.9962
4 41 88.6442
4 42 115.6721
4 43 7.6032
4 44 74.4746
4 45 29.1269
4 46 7.2297
4 47 72.3968
4 48 4.5044
4 49 42.6538
5 6 198.6317
5 7 36.9536
5 8 184.1693
5 9 126.594
5 10 191.5212
5 11 177.8713
5 12 60.4384
5 13 199.0942
5 14 193.1311
5 15 24.9025
5 16 47.9364
5 17 36.6113
5 18 133.6821
5 19 119.7099
5 20 181.315
5 21 68.7511
5 22 81.8427
5 23 134.4286
5 24 40.442
5 25 20.9316
5 26 57.7655
5 27 52.9093
5 28 186.1445
5 29 119.3495
5 30 9.0242
5 31 116.0634
5 32 83.8348
5 33 12.8858
5 34 62.353
5 35 87.992
5 36 114.8388
5 37 72.9819
5 38 47.54
5 39 190.7012
5 40 17.0181
5 41 99.036
5 42 56.0026
5 43 32.8589
5 44 198.1245
5 45 138.8032
5 46 64.7805
5 47 31.7107
5 48 191.5192
5 49 196.9143
6 7 146.0057
6 8 107.5685
6 9 18.3482
6 10 191.9875
6 11 163.0829
6 12 27.6966
6 13 56.2254
6 14 187.5985
6 15 112.1343
6 16 1.3696
6 17 139.6358
6 18 177.2008
6 19 144.6532
6 20 95.0526
6 21 46.4449
6 22 13.7929
6 23 156.4708
6 24 11.7019
6 25 58.0531
6 26 5.0629
6 27 191.7085
6 28 178.0721
6 29 174.1892
6 30 42.7305
6 31 128.2444
6 32 1.1953
6 33 177.1396
6 34 183.3985
6 35 129.5322
6 36 195.3327
6 37 170.1871
6 38 122.3935
6 39 73.9831
6 40 91.1676
6 41 16.3685
6 42 52.7662
6 43 83.2455
6 44 14.5913
6 45 199.8386
6 46 3.5679
6 47 74.2671
6 48 39.9509
6 49 183.4892
7 8 179.5574
7 9 191.1315
7 10 29.7365
7 11 128.577
7 12 67.101
7 13 103.0571
7 14 58.117
7 15 189.9308
7 16 70.5085
7 17 53.0093
7 18 183.0163
7 19 98.3885
7 20 86.8601
7 21 170.6708
7 22 117.9904
7 23 52.1686
7 24 98.8642
7 25 36.3956
7 26 57.695
7 27 178.8881
7 28 13.1066
7 29 76.9469
7 30 87.4027
7 31 93.3786
7 32 161.3474
7 33 114.7524
7 34 15.8636
7 35 112.703
7 36 82.1093
7 37 124.0216
7 38 80.4959
7 39 46.9101
7 40 108.7562
7 41 135.6056
7 42 179.6368
7 43 140.4392
7 44 22.0769
7 45 55.1749
7 46 142.9568
7 47 37.3438
7 48 169.1791
7 49 31.8168
8 9 93.7015
8 10 173.9081
8 11 58.7107
8 12 183.4393
8 13 134.7877
8 14 149.8301
8 15 92.5707
8 16 91.473
8 17 128.6437
8 18 29.6688
8 19 182.1689
8 20 166.1839
8 21 109.6263
8 22 92.6526
8 23 15.646
8 24 103.3582
8 25 111.1318
8 26 134.8801
8 27 127.7165
8 28 35.2595
8 29 4.9655
8 30 139.3139
8 31 173.3517
8 32 148.8808
8 33 3.5278
8 34 14.2951
8 35 39.7079
8 36 135.2269
8 37 123.5644
8 38 125.7842
8 39 41.9061
8 40 176.6637
8 41 56.6632
8 42 27.7256
8 43 118.2259
8 44 80.8458
8 45 79.1253
8 46 80.5546
8 47 32.322
8 48 56.7354
8 49 91.6241
9 10 112.9053
9 11 30.488
9 12 26.3627
9 13 181.4378
9 14 129.6766
9 15 67.3339
9 16 49.3472
9 17 150.7439
9 18 49.825
9 19 127.908
9 20 74.9825
9 21 162.1081
9 22 14.549
9 23 34.2979
9 24 181.0519
9 25 53.4073
9 26 194.0072
9 27 17.5042
9 28 106.4716
9 29 151.5439
9 30 127.9806
9 31 18.7108
9 32 173.6525
9 33 66.1018
9 34 45.5637
9 35 73.5147
9 36 138.5564
9 37 190.2739
9 38 1.6176
9 39 110.877
9 40 123.0907
9 41 130.1793
9 42 191.5219
9 43 19.9238
9 44 147.1523
9 45 137.6084
9 46 18.5438
9 47 42.3729
9 48 83.7897
9 49 143.1617
10 11 49.0869
10 12 38.9152
10 13 129.6274
10 14 132.0965
10 15 96.2296
10 16 169.4075
10 17 94.3063
10 18 65.9786
10 19 41.3546
10 20 81.4023
10 21 196.0109
10 22 18.5457
10 23 4.8935
10 24 185.1653
10 25 110.3334
10 26 86.787
10 27 34.3342
10 28 61.172
10 29 113.4252
10 30 14.9982
10 31 44.0514
10 32 152.3216
10 33 15.1348
10 34 134.5445
10 35 50.92
10 36 130.882
10 37 90.8504
10 38 109.6365
10 39 197.6
10 40 129.3655
10 41 51.4425
10 42 50.6508
10 43 23.5037
10 44 104.5991
10 45 177.5227
10 46 68.1403
10 47 155.2723
10 48 126.9346
10 49 69.9391
11 12 89.5818
11 13 7.9011
11 14 72.9477
11 15 13.012
11 16 92.8835
11 17 198.901
11 18 187.5016
11 19 86.3146
11 20 126.2972
11 21 57.7186
11 22 60.2632
11 23 1.029
11 24 93.4627
11 25 98.2542
11 26 173.3282
11 27 73.3753
11 28 23.6799
11 29 35.7439
11 30 86.5667
11 31 70.8303
11 32 141.0373
11 33 121.3122
11 34 55.449
11 35 24.9147
11 36 74.774
11 37 195.1741
11 38 23.2586
11 39 122.5431
11 40 7.8447
11 41 55.329
11 42 163.3641
11 43 187.4831
11 44 20.1603
11 45 53.256
11 46 102.2602
11 47 154.1897
11 48 108.0496
11 49 68.2871
12 13 41.0696
12 14 130.1062
12 15 28.5223
12 16 158.9998
12 17 20.0318
12 18 168.4013
12 19 93.2944
12 20 126.3783
12 21 111.6158
