NAME: dataset_25_03
NODES: 25
TYPE: SYMMETRIC
NODE1 NODE2 TIME
0 1 10.1834
0 2 72.2117
0 3 241.7374
0 4 139.9247
0 5 247.8649
0 6 295.5616
0 7 193.1414
0 8 259.0636
0 9 79.5217
0 10 139.8726
0 11 83.5028
0 12 138.4453
0 13 270.5407
0 14 175.5324
0 15 217.4292
0 16 132.6069
0 17 112.606
0 18 346.0507
0 19 152.4251
0 20 192.7015
0 21 329.9859
0 22 53.9358
0 23 130.1104
0 24 317.0934
1 2 25.5239
1 3 125.8297
1 4 267.8683
1 5 149.1897
1 6 237.1199
1 7 200.8529
1 8 245.1454
1 9 117.5643
1 10 226.2807
1 11 138.8841
1 12 211.6719
1 13 117.0119
1 14 99.4644
1 15 204.0762
1 16 33.119
1 17 224.084
1 18 95.6538
1 19 112.8243
1 20 144.428
1 21 166.3222
1 22 165.4853
1 23 143.1513
1 24 26.6539
2 3 300.2922
2 4 95.8015
2 5 216.3013
2 6 191.9503
2 7 290.774
2 8 216.0204
2 9 82.58
2 10 327.6347
2 11 285.7784
2 12 79.8646
2 13 292.5538
2 14 110.148
2 15 78.3229
2 16 84.2787
2 17 109.7876
2 18 198.2839
2 19 160.8616
2 20 70.6658
2 21 94.1187
2 22 106.5936
2 23 115.6007
2 24 161.9812
3 4 118.3222
3 5 100.482
3 6 291.8015
3 7 130.7739
3 8 86.1093
3 9 164.039
3 10 235.7256
3 11 336.3327
3 12 298.6531
3 13 19.5943
3 14 220.6564
3 15 74.8837
3 16 301.2329
3 17 64.6107
3 18 200.5111
3 19 42.273
3 20 125.5789
3 21 132.174
3 22 136.9511
3 23 36.7034
3 24 77.9238
4 5 330.8989
4 6 288.7859
4 7 34.5894
4 8 323.5762
4 9 341.7833
4 10 173.0943
4 11 201.9209
4 12 266.481
4 13 107.6557
4 14 121.2041
4 15 2.4687
4 16 223.3908
4 17 232.0341
4 18 242.7287
4 19 1.1103
4 20 112.9729
4 21 94.5545
4 22 4.508
4 23 317.4102
4 24 134.9722
5 6 189.9573
5 7 14.1276
5 8 311.2587
5 9 225.0909
5 10 162.3246
5 11 148.1745
5 12 8.2524
5 13 7.337
5 14 218.593
5 15 226.9657
5 16 60.3604
5 17 202.3657
5 18 17.0011
5 19 286.4165
5 20 180.9681
5 21 45.3337
5 22 332.0425
5 23 149.8478
5 24 84.9687
6 7 240.8198
6 8 68.0896
6 9 66.9281
6 10 328.6552
6 11 140.7746
6 12 246.65
6 13 197.6192
6 14 174.9393
6 15 190.8195
6 16 316.6912
6 17 26.3795
6 18 179.5963
6 19 71.5755
6 20 338.7244
6 21 219.6313
6 22 238.8236
6 23 131.7011
6 24 305.9377
7 8 191.2469
7 9 256.3936
7 10 184.8513
7 11 155.528
7 12 49.1565
7 13 230.7081
7 14 79.4593
7 15 338.2274
7 16 54.8171
7 17 297.3154
7 18 238.4669
7 19 24.1445
7 20 272.996
7 21 247.2024
7 22 275.7468
7 23 286.5108
7 24 53.5585
8 9 332.1213
8 10 246.0873
8 11 349.1314
8 12 65.7015
8 13 304.867
8 14 11.0983
8 15 38.4757
8 16 256.3387
8 17 319.9251
8 18 157.5729
8 19 49.3986
8 20 260.1746
8 21 135.1601
8 22 88.3204
8 23 162.6242
8 24 31.0668
9 10 53.64
9 11 161.5098
9 12 199.8582
9 13 61.7129
9 14 249.136
9 15 22.3522
9 16 8.6531
9 17 223.7639
9 18 203.4043
9 19 64.8211
9 20 202.0121
9 21 244.4744
9 22 25.5845
9 23 15.3458
9 24 157.446
10 11 50.1818
10 12 86.6305
10 13 239.4719
10 14 210.5368
10 15 126.5754
10 16 57.3392
10 17 346.8546
10 18 93.0957
10 19 321.8692
10 20 100.5239
10 21 241.9543
10 22 20.537
10 23 185.4911
10 24 39.7023
11 12 132.2229
11 13 59.1481
11 14 9.3165
11 15 347.7896
11 16 1.608
11 17 170.445
11 18 224.0552
11 19 223.1987
11 20 164.7897
11 21 134.8196
11 22 311.0314
11 23 289.61
11 24 4.3601
12 13 319.6424
12 14 258.1019
12 15 163.9425
12 16 314.7107
12 17 130.2963
12 18 59.6495
12 19 293.3239
12 20 16.0888
12 21 42.58
12 22 114.9281
12 23 143.3047
12 24 216.3488
13 14 78.5609
13 15 332.9709
13 16 208.5665
13 17 348.5383
13 18 325.6184
13 19 38.5845
13 20 23.4882
13 21 18.577
13 22 141.1465
13 23 279.3095
13 24 96.2571
14 15 84.3258
14 16 273.7774
14 17 293.0326
14 18 181.4242
14 19 31.9876
14 20 175.0655
14 21 39.6122
14 22 223.4343
14 23 73.6542
14 24 229.4052
15 16 316.0416
15 17 239.5726
15 18 143.4964
15 19 124.2903
15 20 86.1097
15 21 222.8138
15 22 16.9757
15 23 44.5278
15 24 295.9544
16 17 95.6431
16 18 179.0456
16 19 94.7209
16 20 313.8414
16 21 163.1222
16 22 31.4977
16 23 178.315
16 24 121.7526
17 18 275.8644
17 19 42.9815
17 20 58.9787
17 21 210.1056
17 22 125.8718
17 23 232.8533
17 24 19.5508
18 19 1.4256
18 20 321.3147
18 21 175.8081
18 22 206.4024
18 23 85.9354
18 24 297.666
19 20 142.3325
19 21 263.9875
19 22 102.3471
19 23 39.0716
19 24 311.3845
20 21 220.4309
20 22 342.3152
20 23 191.4875
20 24 123.4547
21 22 309.6268
21 23 303.5458
21 24 95.6964
22 23 25.3851
22 24 103.7801
23 24 94.3376
