NAME: dataset_250_01
NODES: 250
TYPE: SYMMETRIC
NODE1 NODE2 TIME
0 1 68.9942
0 2 105.6911
0 3 224.8139
0 4 273.6415
0 5 195.9296
0 6 164.9373
0 7 32.2551
0 8 219.1561
0 9 167.9855
0 10 269.8405
0 11 190.6197
0 12 276.267
0 13 107.7192
0 14 4.7666
0 15 75.0621
0 16 236.411
0 17 252.7765
0 18 236.1713
0 19 4.076
0 20 122.1242
0 21 162.853
0 22 273.3341
0 23 162.1458
0 24 177.3275
0 25 157.5997
0 26 255.1397
0 27 278.406
0 28 271.9674
0 29 81.2009
0 30 293.1198
0 31 69.4375
0 32 256.3654
0 33 114.0848
0 34 242.6638
0 35 204.6718
0 36 115.7361
0 37 244.2985
0 38 89.6172
0 39 92.7533
0 40 183.1071
0 41 95.5372
0 42 191.5269
0 43 183.46
0 44 81.6343
0 45 65.14
0 46 149.7065
0 47 169.38
0 48 151.7179
0 49 18.0153
0 50 160.3966
0 51 78.5691
0 52 213.6483
0 53 64.1419
0 54 174.5974
0 55 180.8554
0 56 251.4677
0 57 99.3365
0 58 33.6689
0 59 167.6067
0 60 29.9805
0 61 249.6003
0 62 260.822
0 63 50.1037
0 64 105.3126
0 65 42.4181
0 66 158.838
0 67 255.0191
0 68 108.6733
0 69 221.9723
0 70 249.6751
0 71 237.0208
0 72 264.5936
0 73 298.7723
0 74 284.6091
0 75 75.7723
0 76 7.5564
0 77 269.9352
0 78 238.3282
0 79 138.2671
0 80 21.3762
0 81 52.6724
0 82 9.0149
0 83 10.5932
0 84 58.9713
0 85 249.3222
0 86 112.4336
0 87 209.7936
0 88 75.2746
0 89 149.0978
0 90 65.8284
0 91 298.7656
0 92 92.0479
0 93 131.813
0 94 298.5484
0 95 42.9572
0 96 149.1338
0 97 126.9579
0 98 22.4207
0 99 248.2554
0 100 237.7109
0 101 55.0708
0 102 24.8669
0 103 121.4573
0 104 75.5806
0 105 256.5401
0 106 13.6608
0 107 197.8176
0 108 260.3789
0 109 82.7267
0 110 234.934
0 111 156.413
0 112 211.5746
0 113 69.1699
0 114 156.2232
0 115 289.5038
0 116 298.5163
0 117 88.8251
0 118 22.7032
0 119 224.4517
0 120 131.7602
0 121 281.5215
0 122 134.015
0 123 176.7896
0 124 198.0842
0 125 289.0637
0 126 16.2666
0 127 159.1581
0 128 135.1668
0 129 49.0768
0 130 71.3126
0 131 235.9394
0 132 229.2918
0 133 269.416
0 134 39.303
0 135 217.2217
0 136 91.6821
0 137 6.9217
0 138 63.5628
0 139 284.1505
0 140 38.6661
0 141 15.2913
0 142 287.9831
0 143 18.1756
0 144 224.2063
0 145 150.502
0 146 269.6934
0 147 183.8321
0 148 183.4254
0 149 259.2172
0 150 76.7352
0 151 199.1187
0 152 102.9015
0 153 271.4378
0 154 297.5826
0 155 231.1852
0 156 215.9985
0 157 209.2931
0 158 198.0649
0 159 152.4915
0 160 214.6556
0 161 204.1664
0 162 162.2595
0 163 3.3295
0 164 181.9247
0 165 80.5075
0 166 102.5451
0 167 185.0387
0 168 216.9813
0 169 74.7669
0 170 176.8189
0 171 201.2342
0 172 39.1222
0 173 149.4864
0 174 78.6316
0 175 165.2186
0 176 209.458
0 177 280.4499
0 178 285.491
0 179 38.0025
0 180 78.0563
0 181 154.0156
0 182 281.042
0 183 127.6071
0 184 15.0308
0 185 238.4497
0 186 103.0294
0 187 136.3484
0 188 108.1032
0 189 251.557
0 190 43.291
0 191 231.513
0 192 115.2131
0 193 211.2344
0 194 138.8935
0 195 266.7922
0 196 29.6656
0 197 124.6237
0 198 273.6479
0 199 56.3494
0 200 203.1228
0 201 111.8752
0 202 251.2096
0 203 273.8168
0 204 223.8611
0 205 45.3166
0 206 154.2753
0 207 181.1879
0 208 18.0412
0 209 33.2596
0 210 173.5833
0 211 256.3216
0 212 1.4469
0 213 245.7915
0 214 196.327
0 215 92.0939
0 216 100.9432
0 217 274.9489
0 218 259.011
0 219 217.9866
0 220 220.1522
0 221 293.785
0 222 175.8009
0 223 289.1617
0 224 183.5499
0 225 128.4566
0 226 228.9541
0 227 140.8528
0 228 67.6217
0 229 221.7543
0 230 56.8801
0 231 15.738
0 232 186.6975
0 233 124.0369
0 234 17.8695
0 235 277.5113
0 236 21.0912
0 237 114.4504
0 238 154.3901
0 239 2.9334
0 240 219.8718
0 241 257.669
0 242 127.1497
0 243 100.2093
0 244 189.8292
0 245 144.8483
0 246 20.5374
0 247 259.5978
0 248 130.1749
0 249 187.3334
1 2 154.6831
1 3 179.7476
1 4 13.7944
1 5 278.7826
1 6 146.5029
1 7 279.0479
1 8 169.8501
1 9 148.4964
1 10 237.8061
1 11 269.6129
1 12 145.9024
1 13 285.6275
1 14 210.2081
1 15 228.7842
1 16 233.8327
1 17 203.7235
1 18 234.9052
1 19 105.6367
1 20 251.7065
1 21 15.3336
1 22 259.704
1 23 2.2482
1 24 261.805
1 25 46.8866
1 26 298.9277
1 27 21.7659
1 28 83.3333
1 29 180.1593
1 30 45.3335
1 31 228.5892
1 32 188.5291
1 33 14.9793
1 34 105.5121
1 35 130.0837
1 36 194.7585
1 37 47.0126
