NAME: dataset_100_01
NODES: 100
TYPE: SYMMETRIC
NODE1 NODE2 TIME
0 1 58.0527
0 2 236.6914
0 3 20.3821
0 4 111.534
0 5 73.6274
0 6 57.19
0 7 191.2504
0 8 141.8937
0 9 77.1272
0 10 228.3537
0 11 209.5674
0 12 224.2375
0 13 87.5624
0 14 73.5584
0 15 280.8601
0 16 53.5178
0 17 29.2619
0 18 153.3837
0 19 100.3119
0 20 7.2432
0 21 17.6652
0 22 2.5084
0 23 163.6067
0 24 225.3733
0 25 117.675
0 26 191.0643
0 27 261.797
0 28 49.1823
0 29 133.5207
0 30 77.5415
0 31 63.1421
0 32 199.3346
0 33 37.109
0 34 256.8677
0 35 35.1912
0 36 284.9253
0 37 81.4677
0 38 150.7259
0 39 30.0672
0 40 19.9802
0 41 34.083
0 42 208.4202
0 43 224.4078
0 44 281.3286
0 45 113.8243
0 46 19.5542
0 47 295.3222
0 48 231.8133
0 49 69.4556
0 50 275.678
0 51 76.34
0 52 107.1872
0 53 149.0232
0 54 259.8835
0 55 17.3192
0 56 199.791
0 57 109.0094
0 58 144.0993
0 59 174.0916
0 60 183.8398
0 61 164.337
0 62 172.9388
0 63 168.5379
0 64 162.2351
0 65 290.4099
0 66 259.4781
0 67 21.5834
0 68 228.7617
0 69 90.8799
0 70 29.8425
0 71 48.5244
0 72 83.5113
0 73 158.1632
0 74 171.0362
0 75 139.212
0 76 140.9882
0 77 30.5307
0 78 83.1725
0 79 141.7424
0 80 55.7967
0 81 59.808
0 82 26.5196
0 83 1.8114
0 84 64.0635
0 85 175.4235
0 86 157.075
0 87 81.8883
0 88 198.0473
0 89 240.1431
0 90 248.786
0 91 159.0151
0 92 154.2804
0 93 158.1288
0 94 236.3706
0 95 276.0179
0 96 33.5554
0 97 36.8837
0 98 197.2549
0 99 192.0015
1 2 201.0936
1 3 146.2035
1 4 115.586
1 5 299.0095
1 6 282.4735
1 7 195.7867
1 8 291.1029
1 9 294.5054
1 10 39.5279
1 11 236.2289
1 12 151.1115
1 13 215.7541
1 14 213.4862
1 15 21.5597
1 16 222.3732
1 17 214.7879
1 18 245.3711
1 19 191.2872
1 20 11.1938
1 21 58.5207
1 22 262.3363
1 23 118.561
1 24 36.1889
1 25 12.406
1 26 293.8895
1 27 23.8937
1 28 218.7144
1 29 158.4686
1 30 127.2831
1 31 123.6792
1 32 152.0749
1 33 293.4222
1 34 295.0408
1 35 171.2163
1 36 15.8458
1 37 64.4476
1 38 56.5294
1 39 117.322
1 40 244.2425
1 41 268.3529
1 42 20.8644
1 43 199.5603
1 44 240.2207
1 45 35.0005
1 46 26.3369
1 47 222.5151
1 48 155.1058
1 49 119.4258
1 50 185.4046
1 51 154.1546
1 52 119.2304
1 53 231.86
1 54 63.9178
1 55 42.4382
1 56 143.0529
1 57 2.9306
1 58 277.3913
1 59 282.2715
1 60 173.7198
1 61 74.5328
1 62 208.6772
1 63 276.3652
1 64 76.0907
1 65 68.041
1 66 1.8155
1 67 148.6219
1 68 195.6671
1 69 129.1212
1 70 141.9269
1 71 112.5888
1 72 68.6432
1 73 53.9134
1 74 105.9051
1 75 191.3241
1 76 1.9972
1 77 108.7034
1 78 16.3223
1 79 272.6557
1 80 251.6145
1 81 289.9422
1 82 51.4162
1 83 193.3621
1 84 57.6418
1 85 84.9672
1 86 256.5383
1 87 14.3345
1 88 139.9989
1 89 125.4019
1 90 214.9514
1 91 270.2337
1 92 206.7827
1 93 89.5136
1 94 282.0229
1 95 43.0486
1 96 85.585
1 97 131.1856
1 98 30.4951
1 99 28.8179
2 3 210.7868
2 4 70.586
2 5 147.0568
2 6 202.6011
2 7 132.0629
2 8 272.4036
2 9 61.19
2 10 10.4293
2 11 113.7807
2 12 80.3236
2 13 258.6773
2 14 245.9997
2 15 188.4773
2 16 103.7329
2 17 67.3499
2 18 132.8895
2 19 273.6891
2 20 136.5598
2 21 213.3325
2 22 99.1671
2 23 130.023
2 24 269.3872
2 25 147.7782
2 26 285.2303
2 27 53.1803
2 28 73.6223
2 29 113.8847
2 30 224.1977
2 31 259.3827
2 32 224.5979
2 33 238.1923
2 34 43.6886
2 35 163.407
2 36 196.9749
2 37 100.4012
2 38 298.1812
2 39 32.2073
2 40 82.4567
2 41 75.2
2 42 219.9213
2 43 89.8462
2 44 233.9266
2 45 173.6606
2 46 291.7822
2 47 145.9229
2 48 257.1375
2 49 15.9307
2 50 197.8119
2 51 138.0791
2 52 141.8406
2 53 150.5376
2 54 271.4984
2 55 42.2532
2 56 232.2834
2 57 266.251
2 58 199.6596
2 59 259.196
2 60 187.6293
2 61 135.8324
2 62 10.5303
2 63 74.9123
2 64 234.5895
2 65 38.8998
2 66 121.3287
2 67 216.617
2 68 153.1554
2 69 226.8454
2 70 138.8266
2 71 65.6099
2 72 68.3486
2 73 296.4449
2 74 88.8605
2 75 143.8438
2 76 183.8272
2 77 13.1892
2 78 175.6663
2 79 202.9294
2 80 141.7988
2 81 235.104
2 82 78.53
2 83 216.1076
2 84 79.0746
2 85 244.6816
2 86 206.0941
2 87 285.4879
