NAME: dataset_100_04
NODES: 100
TYPE: SYMMETRIC
NODE1 NODE2 TIME
0 1 89.5232
0 2 272.3254
0 3 27.1832
0 4 274.5267
0 5 267.802
0 6 239.7534
0 7 135.7048
0 8 105.6871
0 9 136.5651
0 10 13.2455
0 11 212.7323
0 12 46.6172
0 13 144.6115
0 14 191.4838
0 15 259.7718
0 16 282.1104
0 17 272.9893
0 18 237.0478
0 19 267.782
0 20 107.0571
0 21 266.7536
0 22 49.3019
0 23 17.8429
0 24 91.0855
0 25 240.2981
0 26 216.4446
0 27 271.6547
0 28 27.7151
0 29 202.2283
0 30 60.8523
0 31 5.4415
0 32 69.3132
0 33 181.0703
0 34 106.6206
0 35 144.4983
0 36 69.6077
0 37 229.8121
0 38 269.0882
0 39 293.7257
0 40 172.049
0 41 172.4885
0 42 219.2362
0 43 156.3196
0 44 130.2106
0 45 29.9963
0 46 171.895
0 47 288.3718
0 48 273.9892
0 49 168.0467
0 50 144.2186
0 51 167.0853
0 52 219.7057
0 53 79.2716
0 54 299.512
0 55 131.1382
0 56 21.9469
0 57 114.5691
0 58 165.2109
0 59 175.4415
0 60 89.5322
0 61 54.8087
0 62 207.5355
0 63 285.8245
0 64 140.0194
0 65 29.3427
0 66 22.674
0 67 190.0282
0 68 45.5208
0 69 191.1947
0 70 262.5077
0 71 179.9098
0 72 226.7508
0 73 32.3684
0 74 256.3104
0 75 45.2666
0 76 13.7644
0 77 266.3408
0 78 236.3459
0 79 67.5813
0 80 80.3035
0 81 293.284
0 82 68.3001
0 83 113.843
0 84 177.9372
0 85 128.6357
0 86 271.3283
0 87 217.1714
0 88 229.3783
0 89 130.6843
0 90 103.6488
0 91 278.7093
0 92 252.2055
0 93 260.7859
0 94 27.1195
0 95 200.0331
0 96 234.1529
0 97 86.9971
0 98 3.6383
0 99 39.6439
1 2 27.0092
1 3 75.5786
1 4 256.9268
1 5 113.386
1 6 39.3261
1 7 156.1267
1 8 210.3647
1 9 185.252
1 10 223.208
1 11 16.2833
1 12 192.9894
1 13 66.4394
1 14 230.6834
1 15 11.2959
1 16 167.8823
1 17 108.8534
1 18 276.1267
1 19 207.0153
1 20 257.088
1 21 116.9537
1 22 54.9135
1 23 62.9382
1 24 136.2643
1 25 131.9613
1 26 136.4971
1 27 69.0592
1 28 267.488
1 29 146.7259
1 30 124.1729
1 31 175.9545
1 32 60.896
1 33 251.9321
1 34 45.4571
1 35 6.8176
1 36 257.9549
1 37 39.6691
1 38 111.5387
1 39 256.8143
1 40 294.6224
1 41 246.9647
1 42 255.1899
1 43 86.4155
1 44 74.3276
1 45 285.2706
1 46 123.3136
1 47 149.2069
1 48 286.9213
1 49 103.7457
1 50 19.7132
1 51 197.4425
1 52 9.2303
1 53 53.2545
1 54 50.3761
1 55 99.2767
1 56 259.4315
1 57 37.2144
1 58 52.838
1 59 122.9744
1 60 252.6635
1 61 30.9378
1 62 297.7063
1 63 39.982
1 64 257.7766
1 65 176.5426
1 66 248.2328
1 67 290.8192
1 68 49.5453
1 69 197.9378
1 70 167.2469
1 71 83.4235
1 72 41.985
1 73 86.1592
1 74 143.4006
1 75 215.6196
1 76 284.5219
1 77 100.7323
1 78 282.2055
1 79 167.128
1 80 169.7439
1 81 239.8106
1 82 235.2515
1 83 200.8277
1 84 268.7166
1 85 38.6277
1 86 151.994
1 87 146.7573
1 88 174.789
1 89 278.761
1 90 34.7772
1 91 50.6872
1 92 106.6918
1 93 249.0311
1 94 269.4764
1 95 172.3156
1 96 124.9751
1 97 76.6556
1 98 59.7572
1 99 114.3106
2 3 161.1934
2 4 134.8598
2 5 246.8542
2 6 132.4333
2 7 180.7524
2 8 46.6899
2 9 198.5398
2 10 251.71
2 11 200.9063
2 12 16.415
2 13 122.2258
2 14 229.738
2 15 85.6667
2 16 134.7042
2 17 60.0872
2 18 226.5516
2 19 267.8267
2 20 298.6103
2 21 241.5328
2 22 63.1685
2 23 170.1533
2 24 290.5657
2 25 170.5318
2 26 265.2005
2 27 95.9849
2 28 297.0058
2 29 240.0492
2 30 229.4655
2 31 185.826
2 32 127.6576
2 33 77.6334
2 34 42.6224
2 35 99.9426
2 36 142.4438
2 37 151.5137
2 38 137.4843
2 39 230.568
2 40 140.3227
2 41 284.3122
2 42 97.9301
2 43 94.2773
2 44 133.7912
2 45 75.6729
2 46 175.7494
2 47 126.823
2 48 146.5219
2 49 282.4142
2 50 33.688
2 51 248.8198
2 52 241.1731
2 53 296.092
2 54 122.5106
2 55 242.5262
2 56 172.607
2 57 198.0674
2 58 181.8423
2 59 295.5717
2 60 38.3616
2 61 166.1719
2 62 144.8084
2 63 169.2499
2 64 46.9273
2 65 44.5114
2 66 198.8363
2 67 166.3749
2 68 179.6941
2 69 207.6142
2 70 88.6155
2 71 236.6567
2 72 246.7512
2 73 30.3247
2 74 5.4285
2 75 191.3041
2 76 252.4271
2 77 268.2477
2 78 127.3377
2 79 242.2426
2 80 227.4995
2 81 220.747
2 82 118.8304
2 83 151.7611
2 84 227.1581
2 85 158.7547
2 86 33.6481
2 87 264.2721
2 88 86.7344
2 89 8.9617
2 90 35.3123
2 91 122.0323
2 92 42.5216
2 93 152.5816
2 94 297.8528
2 95 141.1067
2 96 224.9083
2 97 75.2219
2 98 91.4929
2 99 221.3018
3 4 10.3371
3 5 241.6865
3 6 217.2544
3 7 96.5115
3 8 156.0304
3 9 212.5027
3 10 76.0769
3 11 250.8428
3 12 166.7645
3 13 299.2728
3 14 219.9176
3 15 70.2762
3 16 2.1997
3 17 242.7332
3 18 87.47
3 19 73.8221
3 20 157.8636
3 21 31.1822
3 22 44.7387
3 23 118.244
3 24 147.0725
3 25 233.9861
3 26 227.3768
3 27 109.2996
3 28 151.7429
3 29 146.5809
3 30 87.5009
3 31 224.6353
3 32 250.1886
3 33 15.8636
3 34 183.0818
3 35 150.4964
3 36 33.321
3 37 185.5972
3 38 286.1996
3 39 233.1538
3 40 223.0291
3 41 176.2768
3 42 249.2004
3 43 17.6006
3 44 99.5212
3 45 117.7251
3 46 143.2245
3 47 167.9829
3 48 252.9638
3 49 29.5983
3 50 72.3343
3 51 77.0209
3 52 181.3485
3 53 105.6466
3 54 231.7973
3 55 77.171
3 56 147.0291
3 57 178.6415
3 58 236.2771
3 59 259.9656
3 60 160.6919
3 61 91.4923
3 62 297.9526
3 63 259.5557
3 64 149.327
3 65 115.6944
3 66 149.6496
3 67 158.7646
3 68 239.1375
3 69 173.549
3 70 241.5726
3 71 94.2596
3 72 298.8484
3 73 282.5868
3 74 177.0651
3 75 189.1516
3 76 282.1509
3 77 116.4972
3 78 20.8092
3 79 261.3348
3 80 86.765
3 81 95.2133
3 82 124.6482
3 83 219.1419
3 84 208.9479
3 85 74.6182
3 86 117.952
3 87 63.177
3 88 236.1358
3 89 77.7772
3 90 44.4918
3 91 107.9741
3 92 236.9683
3 93 299.177
3 94 240.43
3 95 154.3493
3 96 94.6344
3 97 40.5905
3 98 43.7532
3 99 225.502
4 5 150.4982
4 6 125.6552
4 7 136.5068
4 8 229.0729
4 9 134.294
4 10 222.2188
4 11 280.9954
4 12 180.3266
4 13 290.5953
4 14 69.9717
4 15 282.8575
4 16 151.9058
4 17 70.5328
4 18 198.7158
4 19 161.3155
4 20 174.0234
4 21 117.0411
4 22 126.2456
4 23 7.6642
4 24 276.8087
4 25 174.2341
4 26 286.5721
4 27 93.8481
4 28 260.4167
4 29 228.761
4 30 204.8216
4 31 66.9141
4 32 178.5674
4 33 225.8189
4 34 171.3206
4 35 260.6852
4 36 60.8931
4 37 175.1787
4 38 10.5682
4 39 56.0401
4 40 244.4362
4 41 259.1823
4 42 230.8705
4 43 256.9715
4 44 53.9305
4 45 102.0569
4 46 156.9551
4 47 135.6171
4 48 283.5977
4 49 91.9694
4 50 100.3076
4 51 90.5861
4 52 29.3856
4 53 24.3187
4 54 204.6641
4 55 64.4247
4 56 262.2509
4 57 284.6056
4 58 93.0211
4 59 67.0926
4 60 235.9209
4 61 214.0698
4 62 129.4283
4 63 225.2398
4 64 25.6241
4 65 189.1504
4 66 95.0834
4 67 231.9478
4 68 177.826
4 69 9.4535
4 70 22.1261
4 71 174.8772
4 72 156.9837
4 73 67.2187
4 74 44.7771
4 75 81.3572
4 76 100.1784
4 77 28.4322
4 78 71.225
4 79 281.9286
4 80 154.3116
4 81 266.9242
4 82 99.9079
4 83 11.2604
4 84 100.0949
4 85 8.4298
4 86 89.0483
4 87 198.5379
4 88 6.8221
4 89 84.4574
4 90 1.6909
4 91 253.9757
4 92 104.1718
4 93 13.5349
4 94 241.5494
4 95 71.1484
4 96 11.3495
4 97 67.324
4 98 140.2845
4 99 174.7097
5 6 48.4002
5 7 277.3795
5 8 241.579
5 9 44.9928
5 10 214.6075
5 11 140.7312
5 12 225.0803
5 13 203.8102
5 14 42.2775
5 15 139.67
5 16 238.6521
5 17 210.8314
5 18 79.7884
5 19 99.9075
5 20 31.9758
5 21 237.5206
5 22 97.1253
5 23 255.8317
5 24 90.5078
5 25 229.8127
5 26 264.6786
5 27 245.4359
5 28 59.233
5 29 13.1418
