NAME: dataset_250_01
NODES: 250
TYPE: SYMMETRIC
NODE1 NODE2 TIME
0 1 298.1518
0 2 177.0309
0 3 116.8479
0 4 65.1944
0 5 239.3801
0 6 255.6677
0 7 238.7564
0 8 1.9147
0 9 111.7804
0 10 53.2939
0 11 227.5952
0 12 237.9252
0 13 12.2124
0 14 185.4933
0 15 118.07
0 16 235.5713
0 17 286.7556
0 18 269.9251
0 19 55.6951
0 20 167.7935
0 21 77.7049
0 22 83.048
0 23 39.9293
0 24 207.6978
0 25 154.0032
0 26 232.5131
0 27 232.5237
0 28 108.9326
0 29 86.2072
0 30 6.1279
0 31 51.0792
0 32 213.1988
0 33 173.597
0 34 275.2087
0 35 220.5653
0 36 193.9316
0 37 293.642
0 38 167.4297
0 39 119.8964
0 40 173.4507
0 41 66.2541
0 42 58.8364
0 43 117.3985
0 44 97.1618
0 45 255.8174
0 46 227.444
0 47 222.9793
0 48 186.1512
0 49 210.4297
0 50 106.0543
0 51 6.0483
0 52 291.9108
0 53 81.5718
0 54 89.6779
0 55 122.8386
0 56 101.5557
0 57 212.6151
0 58 148.1615
0 59 251.5423
0 60 61.013
0 61 215.2337
0 62 170.713
0 63 25.2943
0 64 55.105
0 65 207.6578
0 66 24.8321
0 67 66.7745
0 68 47.8788
0 69 79.3439
0 70 220.3989
0 71 60.1786
0 72 10.7796
0 73 252.3084
0 74 237.4203
0 75 35.9318
0 76 237.5127
0 77 40.2827
0 78 237.2146
0 79 212.4758
0 80 113.9389
0 81 53.3167
0 82 1.0845
0 83 43.0224
0 84 201.373
0 85 100.1758
0 86 142.6808
0 87 99.5024
0 88 66.8831
0 89 197.212
0 90 62.8058
0 91 94.9912
0 92 13.1713
0 93 26.0672
0 94 146.1324
0 95 284.3231
0 96 15.6234
0 97 172.0752
0 98 133.1264
0 99 138.3127
0 100 203.02
0 101 253.1475
0 102 64.5457
0 103 101.1952
0 104 105.2544
0 105 126.47
0 106 164.6729
0 107 226.1174
0 108 86.2731
0 109 88.5191
0 110 209.1188
0 111 292.2792
0 112 93.6086
0 113 275.1969
0 114 169.3734
0 115 145.4977
0 116 291.5524
0 117 96.3739
0 118 12.4277
0 119 252.2491
0 120 290.0801
0 121 70.1725
0 122 23.3649
0 123 240.9989
0 124 128.1466
0 125 83.0216
0 126 77.0045
0 127 114.9708
0 128 35.5996
0 129 222.1536
0 130 235.1784
0 131 249.427
0 132 212.7402
0 133 49.0507
0 134 115.9624
0 135 202.2049
0 136 40.8646
0 137 179.9632
0 138 55.5672
0 139 1.4609
0 140 131.0417
0 141 177.9083
0 142 179.7282
0 143 238.9623
0 144 216.2078
0 145 247.3071
0 146 113.1032
0 147 271.625
0 148 150.9535
0 149 175.788
0 150 188.8051
0 151 281.557
0 152 152.53
0 153 285.6143
0 154 25.0375
0 155 181.5902
0 156 292.3741
0 157 91.2799
0 158 173.3496
0 159 18.8295
0 160 267.4754
0 161 266.1628
0 162 122.0845
0 163 107.5236
0 164 22.3062
0 165 284.16
0 166 76.5836
0 167 225.2525
0 168 281.9248
0 169 194.0253
0 170 8.7583
0 171 206.849
0 172 137.4887
0 173 116.9546
0 174 211.8685
0 175 263.2642
0 176 69.9421
0 177 34.6897
0 178 266.2154
0 179 295.8255
0 180 81.2296
0 181 202.8609
0 182 218.8132
0 183 97.2802
0 184 136.6471
0 185 263.1918
0 186 72.5602
0 187 24.8111
0 188 130.8101
0 189 242.7681
0 190 21.4734
0 191 184.3613
0 192 2.3981
0 193 52.564
0 194 12.6813
0 195 143.0916
0 196 65.2959
0 197 30.3529
0 198 189.8683
0 199 88.4023
0 200 229.4712
0 201 28.931
0 202 285.3508
0 203 75.947
0 204 230.6299
0 205 294.8042
0 206 247.5201
0 207 21.6738
0 208 145.5963
0 209 259.8104
0 210 134.1823
0 211 146.749
0 212 134.5787
0 213 95.6298
0 214 172.3195
0 215 209.965
0 216 71.7759
0 217 87.3767
0 218 281.6507
0 219 82.9129
0 220 5.2038
0 221 224.6193
0 222 225.3438
0 223 75.8974
0 224 73.7096
0 225 258.7493
0 226 87.3713
0 227 290.6312
0 228 112.5962
0 229 259.0423
0 230 277.9725
0 231 262.2383
0 232 289.3808
0 233 296.4395
0 234 7.6828
0 235 32.3909
0 236 124.3297
0 237 151.0371
0 238 200.8051
0 239 102.8172
0 240 25.3007
0 241 217.8108
0 242 281.1119
0 243 104.345
0 244 74.9891
0 245 197.0261
0 246 147.0463
0 247 44.5887
0 248 68.045
0 249 166.5482
1 2 100.0241
1 3 295.7881
1 4 71.6377
1 5 54.0151
1 6 223.5878
1 7 288.403
1 8 252.753
1 9 145.2203
1 10 217.7777
1 11 139.394
1 12 154.9453
1 13 206.6559
1 14 86.1745
1 15 40.226
1 16 27.2028
1 17 158.8795
1 18 162.9552
1 19 109.0594
1 20 172.15
1 21 277.9539
1 22 112.4183
1 23 262.2893
1 24 181.1263
1 25 237.2787
1 26 31.5485
1 27 114.616
1 28 73.0079
1 29 118.0046
1 30 230.9286
1 31 208.7827
1 32 129.4381
1 33 269.8145
1 34 200.5451
1 35 124.311
1 36 123.0469
1 37 215.9516
1 38 223.2162
1 39 115.2614
1 40 255.0885
1 41 288.1042
1 42 225.3429
1 43 244.3378
1 44 44.7615
1 45 74.3014
1 46 46.0336
1 47 203.1369
1 48 63.6316
1 49 234.9303
1 50 203.4407
1 51 231.0697
1 52 161.0154
1 53 155.4524
1 54 57.5207
1 55 2.6948
1 56 46.679
